EDIÇÃO,CÓD. IES,NOME IES,SIGLA IES,CAMPUS,CÓD CURSO,NOME CURSO,GRAU,TURNO,TIPO MODALIDADE,MODALIDADE CONCORRÊNCIA,PERCENTUAL DE BÔNUS,NOTA DE CORTE
2011/2,6,UNIVERSIDADE FEDERAL DE OURO PRETO,UFOP,CAMPUS MORRO DO CRUZEIRO,587,ENGENHARIA DE MINAS,Bacharelado,Integral,Ações Afirmativas,"Candidatos que cursaram e concluíram integralmente todas as séries do ensino médio regular ou equivalente (técnico, magistério ou Educação de Jovens e Adultos) em escolas públicas brasileiras das esferas federal, estadual ou municipal, excluídos os exames de suplência, supletivos, telecursos, certificação pelo Exame Nacional do Ensino Médio ¿ ENEM ou similares.",0,726.3
2011/2,6,UNIVERSIDADE FEDERAL DE OURO PRETO,UFOP,CAMPUS MORRO DO CRUZEIRO,587,ENGENHARIA DE MINAS,Bacharelado,Integral,Ampla Concorrência,Ampla Concorrência,0,738.05
2011/2,6,UNIVERSIDADE FEDERAL DE OURO PRETO,UFOP,CAMPUS MORRO DO CRUZEIRO,588,ENGENHARIA GEOLÓGICA,Bacharelado,Integral,Ações Afirmativas,"Candidatos que cursaram e concluíram integralmente todas as séries do ensino médio regular ou equivalente (técnico, magistério ou Educação de Jovens e Adultos) em escolas públicas brasileiras das esferas federal, estadual ou municipal, excluídos os exames de suplência, supletivos, telecursos, certificação pelo Exame Nacional do Ensino Médio ¿ ENEM ou similares.",0,720.7
2011/2,6,UNIVERSIDADE FEDERAL DE OURO PRETO,UFOP,CAMPUS MORRO DO CRUZEIRO,588,ENGENHARIA GEOLÓGICA,Bacharelado,Integral,Ampla Concorrência,Ampla Concorrência,0,729.2
2011/2,6,UNIVERSIDADE FEDERAL DE OURO PRETO,UFOP,CAMPUS MORRO DO CRUZEIRO,589,Engenharia Metalúrgica,Bacharelado,Integral,Ações Afirmativas,"Candidatos que cursaram e concluíram integralmente todas as séries do ensino médio regular ou equivalente (técnico, magistério ou Educação de Jovens e Adultos) em escolas públicas brasileiras das esferas federal, estadual ou municipal, excluídos os exames de suplência, supletivos, telecursos, certificação pelo Exame Nacional do Ensino Médio ¿ ENEM ou similares.",0,723.75
2011/2,6,UNIVERSIDADE FEDERAL DE OURO PRETO,UFOP,CAMPUS MORRO DO CRUZEIRO,589,Engenharia Metalúrgica,Bacharelado,Integral,Ampla Concorrência,Ampla Concorrência,0,731.89
2011/2,6,UNIVERSIDADE FEDERAL DE OURO PRETO,UFOP,CAMPUS MORRO DO CRUZEIRO,591,Nutrição,Bacharelado,Integral,Ações Afirmativas,"Candidatos que cursaram e concluíram integralmente todas as séries do ensino médio regular ou equivalente (técnico, magistério ou Educação de Jovens e Adultos) em escolas públicas brasileiras das esferas federal, estadual ou municipal, excluídos os exames de suplência, supletivos, telecursos, certificação pelo Exame Nacional do Ensino Médio ¿ ENEM ou similares.",0,676.73
2011/2,6,UNIVERSIDADE FEDERAL DE OURO PRETO,UFOP,CAMPUS MORRO DO CRUZEIRO,591,Nutrição,Bacharelado,Integral,Ampla Concorrência,Ampla Concorrência,0,699.39
2011/2,6,UNIVERSIDADE FEDERAL DE OURO PRETO,UFOP,CAMPUS MORRO DO CRUZEIRO,594,Ciência da Computação,Bacharelado,Integral,Ações Afirmativas,"Candidatos que cursaram e concluíram integralmente todas as séries do ensino médio regular ou equivalente (técnico, magistério ou Educação de Jovens e Adultos) em escolas públicas brasileiras das esferas federal, estadual ou municipal, excluídos os exames de suplência, supletivos, telecursos, certificação pelo Exame Nacional do Ensino Médio ¿ ENEM ou similares.",0,694.58
2011/2,6,UNIVERSIDADE FEDERAL DE OURO PRETO,UFOP,CAMPUS MORRO DO CRUZEIRO,594,Ciência da Computação,Bacharelado,Integral,Ampla Concorrência,Ampla Concorrência,0,692.85
2011/2,6,UNIVERSIDADE FEDERAL DE OURO PRETO,UFOP,CAMPUS MORRO DO CRUZEIRO,596,Direito,Bacharelado,Noturno,Ações Afirmativas,"Candidatos que cursaram e concluíram integralmente todas as séries do ensino médio regular ou equivalente (técnico, magistério ou Educação de Jovens e Adultos) em escolas públicas brasileiras das esferas federal, estadual ou municipal, excluídos os exames de suplência, supletivos, telecursos, certificação pelo Exame Nacional do Ensino Médio ¿ ENEM ou similares.",0,740.15
2011/2,6,UNIVERSIDADE FEDERAL DE OURO PRETO,UFOP,CAMPUS MORRO DO CRUZEIRO,596,Direito,Bacharelado,Noturno,Ampla Concorrência,Ampla Concorrência,0,761.59
2011/2,6,UNIVERSIDADE FEDERAL DE OURO PRETO,UFOP,CAMPUS MORRO DO CRUZEIRO,18875,Engenharia de Produção,Bacharelado,Noturno,Ações Afirmativas,"Candidatos que cursaram e concluíram integralmente todas as séries do ensino médio regular ou equivalente (técnico, magistério ou Educação de Jovens e Adultos) em escolas públicas brasileiras das esferas federal, estadual ou municipal, excluídos os exames de suplência, supletivos, telecursos, certificação pelo Exame Nacional do Ensino Médio ¿ ENEM ou similares.",0,719.01
2011/2,6,UNIVERSIDADE FEDERAL DE OURO PRETO,UFOP,CAMPUS MORRO DO CRUZEIRO,18875,Engenharia de Produção,Bacharelado,Noturno,Ampla Concorrência,Ampla Concorrência,0,742.11
2011/2,6,UNIVERSIDADE FEDERAL DE OURO PRETO,UFOP,CAMPUS MORRO DO CRUZEIRO,18876,Ciências Biológicas,Licenciatura,Noturno,Ações Afirmativas,"Candidatos que cursaram e concluíram integralmente todas as séries do ensino médio regular ou equivalente (técnico, magistério ou Educação de Jovens e Adultos) em escolas públicas brasileiras das esferas federal, estadual ou municipal, excluídos os exames de suplência, supletivos, telecursos, certificação pelo Exame Nacional do Ensino Médio ¿ ENEM ou similares.",0,662.83
2011/2,6,UNIVERSIDADE FEDERAL DE OURO PRETO,UFOP,CAMPUS MORRO DO CRUZEIRO,18876,Ciências Biológicas,Licenciatura,Noturno,Ampla Concorrência,Ampla Concorrência,0,679.06
2011/2,6,UNIVERSIDADE FEDERAL DE OURO PRETO,UFOP,CAMPUS MORRO DO CRUZEIRO,41622,Turismo,Bacharelado,Noturno,Ações Afirmativas,"Candidatos que cursaram e concluíram integralmente todas as séries do ensino médio regular ou equivalente (técnico, magistério ou Educação de Jovens e Adultos) em escolas públicas brasileiras das esferas federal, estadual ou municipal, excluídos os exames de suplência, supletivos, telecursos, certificação pelo Exame Nacional do Ensino Médio ¿ ENEM ou similares.",0,654.85
2011/2,6,UNIVERSIDADE FEDERAL DE OURO PRETO,UFOP,CAMPUS MORRO DO CRUZEIRO,41622,Turismo,Bacharelado,Noturno,Ampla Concorrência,Ampla Concorrência,0,668.55
2011/2,6,UNIVERSIDADE FEDERAL DE OURO PRETO,UFOP,CAMPUS MORRO DO CRUZEIRO,41624,Engenharia Ambiental,Bacharelado,Integral,Ações Afirmativas,"Candidatos que cursaram e concluíram integralmente todas as séries do ensino médio regular ou equivalente (técnico, magistério ou Educação de Jovens e Adultos) em escolas públicas brasileiras das esferas federal, estadual ou municipal, excluídos os exames de suplência, supletivos, telecursos, certificação pelo Exame Nacional do Ensino Médio ¿ ENEM ou similares.",0,701.04
2011/2,6,UNIVERSIDADE FEDERAL DE OURO PRETO,UFOP,CAMPUS MORRO DO CRUZEIRO,41624,Engenharia Ambiental,Bacharelado,Integral,Ampla Concorrência,Ampla Concorrência,0,724.33
2011/2,6,UNIVERSIDADE FEDERAL DE OURO PRETO,UFOP,CAMPUS MORRO DO CRUZEIRO,41626,Engenharia de Controle e Automação,Bacharelado,Vespertino,Ações Afirmativas,"Candidatos que cursaram e concluíram integralmente todas as séries do ensino médio regular ou equivalente (técnico, magistério ou Educação de Jovens e Adultos) em escolas públicas brasileiras das esferas federal, estadual ou municipal, excluídos os exames de suplência, supletivos, telecursos, certificação pelo Exame Nacional do Ensino Médio ¿ ENEM ou similares.",0,710.58
2011/2,6,UNIVERSIDADE FEDERAL DE OURO PRETO,UFOP,CAMPUS MORRO DO CRUZEIRO,41626,Engenharia de Controle e Automação,Bacharelado,Vespertino,Ampla Concorrência,Ampla Concorrência,0,730.68
2011/2,6,UNIVERSIDADE FEDERAL DE OURO PRETO,UFOP,CAMPUS MORRO DO CRUZEIRO,103596,Medicina,Bacharelado,Integral,Ações Afirmativas,"Candidatos que cursaram e concluíram integralmente todas as séries do ensino médio regular ou equivalente (técnico, magistério ou Educação de Jovens e Adultos) em escolas públicas brasileiras das esferas federal, estadual ou municipal, excluídos os exames de suplência, supletivos, telecursos, certificação pelo Exame Nacional do Ensino Médio ¿ ENEM ou similares.",0,778.53
2011/2,6,UNIVERSIDADE FEDERAL DE OURO PRETO,UFOP,CAMPUS MORRO DO CRUZEIRO,103596,Medicina,Bacharelado,Integral,Ampla Concorrência,Ampla Concorrência,0,803.2
2011/2,6,UNIVERSIDADE FEDERAL DE OURO PRETO,UFOP,CAMPUS MORRO DO CRUZEIRO,112592,Química,Licenciatura,Noturno,Ações Afirmativas,"Candidatos que cursaram e concluíram integralmente todas as séries do ensino médio regular ou equivalente (técnico, magistério ou Educação de Jovens e Adultos) em escolas públicas brasileiras das esferas federal, estadual ou municipal, excluídos os exames de suplência, supletivos, telecursos, certificação pelo Exame Nacional do Ensino Médio ¿ ENEM ou similares.",0,659.5
2011/2,6,UNIVERSIDADE FEDERAL DE OURO PRETO,UFOP,CAMPUS MORRO DO CRUZEIRO,112592,Química,Licenciatura,Noturno,Ampla Concorrência,Ampla Concorrência,0,669.79
2011/2,6,UNIVERSIDADE FEDERAL DE OURO PRETO,UFOP,CAMPUS MORRO DO CRUZEIRO,112596,Arquitetura e Urbanismo,Bacharelado,Noturno,Ações Afirmativas,"Candidatos que cursaram e concluíram integralmente todas as séries do ensino médio regular ou equivalente (técnico, magistério ou Educação de Jovens e Adultos) em escolas públicas brasileiras das esferas federal, estadual ou municipal, excluídos os exames de suplência, supletivos, telecursos, certificação pelo Exame Nacional do Ensino Médio ¿ ENEM ou similares.",0,716.87
2011/2,6,UNIVERSIDADE FEDERAL DE OURO PRETO,UFOP,CAMPUS MORRO DO CRUZEIRO,112596,Arquitetura e Urbanismo,Bacharelado,Noturno,Ampla Concorrência,Ampla Concorrência,0,738.98
2011/2,6,UNIVERSIDADE FEDERAL DE OURO PRETO,UFOP,CAMPUS MORRO DO CRUZEIRO,112600,EDUCAÇÃO FÍSICA,Licenciatura,Noturno,Ações Afirmativas,"Candidatos que cursaram e concluíram integralmente todas as séries do ensino médio regular ou equivalente (técnico, magistério ou Educação de Jovens e Adultos) em escolas públicas brasileiras das esferas federal, estadual ou municipal, excluídos os exames de suplência, supletivos, telecursos, certificação pelo Exame Nacional do Ensino Médio ¿ ENEM ou similares.",0,657.2
2011/2,6,UNIVERSIDADE FEDERAL DE OURO PRETO,UFOP,CAMPUS MORRO DO CRUZEIRO,112600,EDUCAÇÃO FÍSICA,Licenciatura,Noturno,Ampla Concorrência,Ampla Concorrência,0,666.11
2011/2,6,UNIVERSIDADE FEDERAL DE OURO PRETO,UFOP,CAMPUS MORRO DO CRUZEIRO,112602,Estatística,Bacharelado,Noturno,Ações Afirmativas,"Candidatos que cursaram e concluíram integralmente todas as séries do ensino médio regular ou equivalente (técnico, magistério ou Educação de Jovens e Adultos) em escolas públicas brasileiras das esferas federal, estadual ou municipal, excluídos os exames de suplência, supletivos, telecursos, certificação pelo Exame Nacional do Ensino Médio ¿ ENEM ou similares.",0,651.66
2011/2,6,UNIVERSIDADE FEDERAL DE OURO PRETO,UFOP,CAMPUS MORRO DO CRUZEIRO,112602,Estatística,Bacharelado,Noturno,Ampla Concorrência,Ampla Concorrência,0,664.2
2011/2,6,UNIVERSIDADE FEDERAL DE OURO PRETO,UFOP,CAMPUS MORRO DO CRUZEIRO,112604,Museologia,Bacharelado,Noturno,Ações Afirmativas,"Candidatos que cursaram e concluíram integralmente todas as séries do ensino médio regular ou equivalente (técnico, magistério ou Educação de Jovens e Adultos) em escolas públicas brasileiras das esferas federal, estadual ou municipal, excluídos os exames de suplência, supletivos, telecursos, certificação pelo Exame Nacional do Ensino Médio ¿ ENEM ou similares.",0,647.84
2011/2,6,UNIVERSIDADE FEDERAL DE OURO PRETO,UFOP,CAMPUS MORRO DO CRUZEIRO,112604,Museologia,Bacharelado,Noturno,Ampla Concorrência,Ampla Concorrência,0,656.58
2011/2,6,UNIVERSIDADE FEDERAL DE OURO PRETO,UFOP,CAMPUS MORRO DO CRUZEIRO,121650,Ciência e Tecnologia de Alimentos,Bacharelado,Noturno,Ações Afirmativas,"Candidatos que cursaram e concluíram integralmente todas as séries do ensino médio regular ou equivalente (técnico, magistério ou Educação de Jovens e Adultos) em escolas públicas brasileiras das esferas federal, estadual ou municipal, excluídos os exames de suplência, supletivos, telecursos, certificação pelo Exame Nacional do Ensino Médio ¿ ENEM ou similares.",0,653.71
2011/2,6,UNIVERSIDADE FEDERAL DE OURO PRETO,UFOP,CAMPUS MORRO DO CRUZEIRO,121650,Ciência e Tecnologia de Alimentos,Bacharelado,Noturno,Ampla Concorrência,Ampla Concorrência,0,660.71
2011/2,6,UNIVERSIDADE FEDERAL DE OURO PRETO,UFOP,CAMPUS MORRO DO CRUZEIRO,121665,Engenharia Mecânica,Bacharelado,Vespertino,Ações Afirmativas,"Candidatos que cursaram e concluíram integralmente todas as séries do ensino médio regular ou equivalente (técnico, magistério ou Educação de Jovens e Adultos) em escolas públicas brasileiras das esferas federal, estadual ou municipal, excluídos os exames de suplência, supletivos, telecursos, certificação pelo Exame Nacional do Ensino Médio ¿ ENEM ou similares.",0,719.74
2011/2,6,UNIVERSIDADE FEDERAL DE OURO PRETO,UFOP,CAMPUS MORRO DO CRUZEIRO,121665,Engenharia Mecânica,Bacharelado,Vespertino,Ampla Concorrência,Ampla Concorrência,0,745.99
2011/2,6,UNIVERSIDADE FEDERAL DE OURO PRETO,UFOP,CAMPUS MORRO DO CRUZEIRO,318876,Ciências Biológicas,Bacharelado,Integral,Ações Afirmativas,"Candidatos que cursaram e concluíram integralmente todas as séries do ensino médio regular ou equivalente (técnico, magistério ou Educação de Jovens e Adultos) em escolas públicas brasileiras das esferas federal, estadual ou municipal, excluídos os exames de suplência, supletivos, telecursos, certificação pelo Exame Nacional do Ensino Médio ¿ ENEM ou similares.",0,685.8
2011/2,6,UNIVERSIDADE FEDERAL DE OURO PRETO,UFOP,CAMPUS MORRO DO CRUZEIRO,318876,Ciências Biológicas,Bacharelado,Integral,Ampla Concorrência,Ampla Concorrência,0,720.54
2011/2,6,UNIVERSIDADE FEDERAL DE OURO PRETO,UFOP,ESCOLA DE FARMÁCIA,590,Farmácia,Bacharelado,Integral,Ações Afirmativas,"Candidatos que cursaram e concluíram integralmente todas as séries do ensino médio regular ou equivalente (técnico, magistério ou Educação de Jovens e Adultos) em escolas públicas brasileiras das esferas federal, estadual ou municipal, excluídos os exames de suplência, supletivos, telecursos, certificação pelo Exame Nacional do Ensino Médio ¿ ENEM ou similares.",0,702.53
2011/2,6,UNIVERSIDADE FEDERAL DE OURO PRETO,UFOP,ESCOLA DE FARMÁCIA,590,Farmácia,Bacharelado,Integral,Ampla Concorrência,Ampla Concorrência,0,717.74
2011/2,6,UNIVERSIDADE FEDERAL DE OURO PRETO,UFOP,INSTITUTO DE CIÊNCIAS HUMANAS E SOCIAIS - ICHS,592,História,Licenciatura,Noturno,Ações Afirmativas,"Candidatos que cursaram e concluíram integralmente todas as séries do ensino médio regular ou equivalente (técnico, magistério ou Educação de Jovens e Adultos) em escolas públicas brasileiras das esferas federal, estadual ou municipal, excluídos os exames de suplência, supletivos, telecursos, certificação pelo Exame Nacional do Ensino Médio ¿ ENEM ou similares.",0,682.06
2011/2,6,UNIVERSIDADE FEDERAL DE OURO PRETO,UFOP,INSTITUTO DE CIÊNCIAS HUMANAS E SOCIAIS - ICHS,592,História,Licenciatura,Noturno,Ampla Concorrência,Ampla Concorrência,0,694.25
2011/2,6,UNIVERSIDADE FEDERAL DE OURO PRETO,UFOP,INSTITUTO DE CIÊNCIAS HUMANAS E SOCIAIS - ICHS,593,Letras,Licenciatura,Noturno,Ações Afirmativas,"Candidatos que cursaram e concluíram integralmente todas as séries do ensino médio regular ou equivalente (técnico, magistério ou Educação de Jovens e Adultos) em escolas públicas brasileiras das esferas federal, estadual ou municipal, excluídos os exames de suplência, supletivos, telecursos, certificação pelo Exame Nacional do Ensino Médio ¿ ENEM ou similares.",0,661.1
2011/2,6,UNIVERSIDADE FEDERAL DE OURO PRETO,UFOP,INSTITUTO DE CIÊNCIAS HUMANAS E SOCIAIS - ICHS,593,Letras,Licenciatura,Noturno,Ampla Concorrência,Ampla Concorrência,0,675.21
2011/2,6,UNIVERSIDADE FEDERAL DE OURO PRETO,UFOP,INSTITUTO DE CIÊNCIAS HUMANAS E SOCIAIS - ICHS,112606,Pedagogia,Licenciatura,Vespertino,Ações Afirmativas,"Candidatos que cursaram e concluíram integralmente todas as séries do ensino médio regular ou equivalente (técnico, magistério ou Educação de Jovens e Adultos) em escolas públicas brasileiras das esferas federal, estadual ou municipal, excluídos os exames de suplência, supletivos, telecursos, certificação pelo Exame Nacional do Ensino Médio ¿ ENEM ou similares.",0,641.56
2011/2,6,UNIVERSIDADE FEDERAL DE OURO PRETO,UFOP,INSTITUTO DE CIÊNCIAS HUMANAS E SOCIAIS - ICHS,112606,Pedagogia,Licenciatura,Vespertino,Ampla Concorrência,Ampla Concorrência,0,643.38
2011/2,6,UNIVERSIDADE FEDERAL DE OURO PRETO,UFOP,INSTITUTO DE CIÊNCIAS SOCIAIS E APLICADAS - ICSA,112594,Administração,Bacharelado,Noturno,Ações Afirmativas,"Candidatos que cursaram e concluíram integralmente todas as séries do ensino médio regular ou equivalente (técnico, magistério ou Educação de Jovens e Adultos) em escolas públicas brasileiras das esferas federal, estadual ou municipal, excluídos os exames de suplência, supletivos, telecursos, certificação pelo Exame Nacional do Ensino Médio ¿ ENEM ou similares.",0,685.6
2011/2,6,UNIVERSIDADE FEDERAL DE OURO PRETO,UFOP,INSTITUTO DE CIÊNCIAS SOCIAIS E APLICADAS - ICSA,112594,Administração,Bacharelado,Noturno,Ampla Concorrência,Ampla Concorrência,0,698.28
2011/2,6,UNIVERSIDADE FEDERAL DE OURO PRETO,UFOP,INSTITUTO DE CIÊNCIAS SOCIAIS E APLICADAS - ICSA,112598,Jornalismo,Bacharelado,Noturno,Ações Afirmativas,"Candidatos que cursaram e concluíram integralmente todas as séries do ensino médio regular ou equivalente (técnico, magistério ou Educação de Jovens e Adultos) em escolas públicas brasileiras das esferas federal, estadual ou municipal, excluídos os exames de suplência, supletivos, telecursos, certificação pelo Exame Nacional do Ensino Médio ¿ ENEM ou similares.",0,705.15
2011/2,6,UNIVERSIDADE FEDERAL DE OURO PRETO,UFOP,INSTITUTO DE CIÊNCIAS SOCIAIS E APLICADAS - ICSA,112598,Jornalismo,Bacharelado,Noturno,Ampla Concorrência,Ampla Concorrência,0,720.89
2011/2,6,UNIVERSIDADE FEDERAL DE OURO PRETO,UFOP,INSTITUTO DE CIÊNCIAS SOCIAIS E APLICADAS - ICSA,121669,Serviço Social,Bacharelado,Vespertino,Ações Afirmativas,"Candidatos que cursaram e concluíram integralmente todas as séries do ensino médio regular ou equivalente (técnico, magistério ou Educação de Jovens e Adultos) em escolas públicas brasileiras das esferas federal, estadual ou municipal, excluídos os exames de suplência, supletivos, telecursos, certificação pelo Exame Nacional do Ensino Médio ¿ ENEM ou similares.",0,652.39
2011/2,6,UNIVERSIDADE FEDERAL DE OURO PRETO,UFOP,INSTITUTO DE CIÊNCIAS SOCIAIS E APLICADAS - ICSA,121669,Serviço Social,Bacharelado,Vespertino,Ampla Concorrência,Ampla Concorrência,0,655.09
2011/2,6,UNIVERSIDADE FEDERAL DE OURO PRETO,UFOP,INSTITUTO DE CIÊNCIAS SOCIAIS E APLICADAS - ICSA,121677,Ciências Econômicas,Bacharelado,Vespertino,Ações Afirmativas,"Candidatos que cursaram e concluíram integralmente todas as séries do ensino médio regular ou equivalente (técnico, magistério ou Educação de Jovens e Adultos) em escolas públicas brasileiras das esferas federal, estadual ou municipal, excluídos os exames de suplência, supletivos, telecursos, certificação pelo Exame Nacional do Ensino Médio ¿ ENEM ou similares.",0,686.31
2011/2,6,UNIVERSIDADE FEDERAL DE OURO PRETO,UFOP,INSTITUTO DE CIÊNCIAS SOCIAIS E APLICADAS - ICSA,121677,Ciências Econômicas,Bacharelado,Vespertino,Ampla Concorrência,Ampla Concorrência,0,703.54
2011/2,6,UNIVERSIDADE FEDERAL DE OURO PRETO,UFOP,"INSTITUTO DE FILOSOFIA, ARTES E CULTURA - IFAC",595,Filosofia,Licenciatura,Matutino,Ações Afirmativas,"Candidatos que cursaram e concluíram integralmente todas as séries do ensino médio regular ou equivalente (técnico, magistério ou Educação de Jovens e Adultos) em escolas públicas brasileiras das esferas federal, estadual ou municipal, excluídos os exames de suplência, supletivos, telecursos, certificação pelo Exame Nacional do Ensino Médio ¿ ENEM ou similares.",0,650.08
2011/2,6,UNIVERSIDADE FEDERAL DE OURO PRETO,UFOP,"INSTITUTO DE FILOSOFIA, ARTES E CULTURA - IFAC",595,Filosofia,Licenciatura,Matutino,Ampla Concorrência,Ampla Concorrência,0,673.81
2011/2,32,UNIVERSIDADE ESTADUAL DE CIÊNCIAS DA SAÚDE DE ALAGOAS - UNCISAL,UNCISAL,CAMPUS  - MACEIÓ - TRAPICHE DA BARRA,102266,Processos Gerenciais,Tecnológico,Noturno,Ações Afirmativas,"Candidatos que cursaram a partir do 6º ano (antiga 5ª série) do ensino fundamental até o 3º ano do ensino médio, exclusivamente em escola da rede pública do país (não estão incluídas escolas filantrópicas ou cenecistas ou escolas particulares com bolsa de estudos ou certificação/proficiência pela Secretaria de Educação ou pelo Enem).",0,638.44
2011/2,32,UNIVERSIDADE ESTADUAL DE CIÊNCIAS DA SAÚDE DE ALAGOAS - UNCISAL,UNCISAL,CAMPUS  - MACEIÓ - TRAPICHE DA BARRA,102266,Processos Gerenciais,Tecnológico,Noturno,Ampla Concorrência,Ampla Concorrência,0,661.52
2011/2,32,UNIVERSIDADE ESTADUAL DE CIÊNCIAS DA SAÚDE DE ALAGOAS - UNCISAL,UNCISAL,CAMPUS  - MACEIÓ - TRAPICHE DA BARRA,102312,Análise e Desenvolvimento de Sistemas,Tecnológico,Noturno,Ações Afirmativas,"Candidatos que cursaram a partir do 6º ano (antiga 5ª série) do ensino fundamental até o 3º ano do ensino médio, exclusivamente em escola da rede pública do país (não estão incluídas escolas filantrópicas ou cenecistas ou escolas particulares com bolsa de estudos ou certificação/proficiência pela Secretaria de Educação ou pelo Enem).",0,660.9
2011/2,32,UNIVERSIDADE ESTADUAL DE CIÊNCIAS DA SAÚDE DE ALAGOAS - UNCISAL,UNCISAL,CAMPUS  - MACEIÓ - TRAPICHE DA BARRA,102312,Análise e Desenvolvimento de Sistemas,Tecnológico,Noturno,Ampla Concorrência,Ampla Concorrência,0,665.46
2011/2,40,UNIVERSIDADE DO ESTADO DA BAHIA,UNEB,ALAGOINHAS - CAMPUS II,83296,Ciências Biológicas,Licenciatura,Matutino,Ações Afirmativas,Candidatos autodeclarados negros que tenham cursado todo o 2º ciclo do ensino fundamental (5ª a 8ª série) e todo o ensino médio em escola pública e tenham renda bruta familiar mensal igual ou inferior a 04 salários mínimos.,0,636.18
2011/2,40,UNIVERSIDADE DO ESTADO DA BAHIA,UNEB,ALAGOINHAS - CAMPUS II,83296,Ciências Biológicas,Licenciatura,Matutino,Ações Afirmativas,Candidatos indígenas que tenham cursado todo o 2º ciclo do ensino fundamental (5ª a 8ª série) e todo o ensino médio em escola pública e tenham renda bruta familiar mensal igual ou inferior a 04 salários mínimos e que tenham vinculação étnica comprovada por organização indígena devidamente reconhecida.,0,617.72
2011/2,40,UNIVERSIDADE DO ESTADO DA BAHIA,UNEB,ALAGOINHAS - CAMPUS II,83296,Ciências Biológicas,Licenciatura,Matutino,Ampla Concorrência,Ampla Concorrência,0,658.99
